"ID","Area","Year","Element","Unit","Value","Item","Element.1","Unit.1","Value.1","Item.1","Unit.2","Value.2"
"Bulgaria 1963","Bulgaria",1963,"Total Population - Both sexes","1000 persons",8108.153,"Cereals, primary","Production","tonnes",4507537,"Cropland","1000 ha",4531
"Bulgaria 1964","Bulgaria",1964,"Total Population - Both sexes","1000 persons",8177.721,"Cereals, primary","Production","tonnes",5232842,"Cropland","1000 ha",4574
"Bulgaria 1965","Bulgaria",1965,"Total Population - Both sexes","1000 persons",8245.072,"Cereals, primary","Production","tonnes",5307655,"Cropland","1000 ha",4563
"Bulgaria 1966","Bulgaria",1966,"Total Population - Both sexes","1000 persons",8308.899,"Cereals, primary","Production","tonnes",6823527,"Cropland","1000 ha",4564
"Bulgaria 1967","Bulgaria",1967,"Total Population - Both sexes","1000 persons",8369.836,"Cereals, primary","Production","tonnes",6531374,"Cropland","1000 ha",4554
"Bulgaria 1968","Bulgaria",1968,"Total Population - Both sexes","1000 persons",8438.288,"Cereals, primary","Production","tonnes",5285685,"Cropland","1000 ha",4558
"Bulgaria 1969","Bulgaria",1969,"Total Population - Both sexes","1000 persons",8512.919,"Cereals, primary","Production","tonnes",6080288,"Cropland","1000 ha",4555
"Bulgaria 1970","Bulgaria",1970,"Total Population - Both sexes","1000 persons",8582.95,"Cereals, primary","Production","tonnes",6788615,"Cropland","1000 ha",4527
"Bulgaria 1971","Bulgaria",1971,"Total Population - Both sexes","1000 persons",8646.26,"Cereals, primary","Production","tonnes",7076215,"Cropland","1000 ha",4516
"Bulgaria 1972","Bulgaria",1972,"Total Population - Both sexes","1000 persons",8700.153,"Cereals, primary","Production","tonnes",8152773,"Cropland","1000 ha",4510
"Bulgaria 1973","Bulgaria",1973,"Total Population - Both sexes","1000 persons",8753.489,"Cereals, primary","Production","tonnes",7329016,"Cropland","1000 ha",4502
"Bulgaria 1974","Bulgaria",1974,"Total Population - Both sexes","1000 persons",8810.675,"Cereals, primary","Production","tonnes",6608375,"Cropland","1000 ha",4488
"Bulgaria 1975","Bulgaria",1975,"Total Population - Both sexes","1000 persons",8860.971,"Cereals, primary","Production","tonnes",7706452,"Cropland","1000 ha",4343
"Bulgaria 1976","Bulgaria",1976,"Total Population - Both sexes","1000 persons",8902.474,"Cereals, primary","Production","tonnes",8492409,"Cropland","1000 ha",4327
"Bulgaria 1977","Bulgaria",1977,"Total Population - Both sexes","1000 persons",8935.452,"Cereals, primary","Production","tonnes",7577645,"Cropland","1000 ha",4313
"Bulgaria 1978","Bulgaria",1978,"Total Population - Both sexes","1000 persons",8958.267,"Cereals, primary","Production","tonnes",7491580,"Cropland","1000 ha",4288
"Bulgaria 1979","Bulgaria",1979,"Total Population - Both sexes","1000 persons",8974.427,"Cereals, primary","Production","tonnes",8290010,"Cropland","1000 ha",4254
"Bulgaria 1980","Bulgaria",1980,"Total Population - Both sexes","1000 persons",8980.606,"Cereals, primary","Production","tonnes",7647576,"Cropland","1000 ha",4177
"Bulgaria 1981","Bulgaria",1981,"Total Population - Both sexes","1000 persons",8978.412,"Cereals, primary","Production","tonnes",8449300,"Cropland","1000 ha",4166
"Bulgaria 1982","Bulgaria",1982,"Total Population - Both sexes","1000 persons",8970.485,"Cereals, primary","Production","tonnes",9967359,"Cropland","1000 ha",4150
"Bulgaria 1983","Bulgaria",1983,"Total Population - Both sexes","1000 persons",8956.433,"Cereals, primary","Production","tonnes",7931689,"Cropland","1000 ha",4141
"Bulgaria 1984","Bulgaria",1984,"Total Population - Both sexes","1000 persons",8939.49,"Cereals, primary","Production","tonnes",9249148,"Cropland","1000 ha",4135
"Bulgaria 1985","Bulgaria",1985,"Total Population - Both sexes","1000 persons",8917.076,"Cereals, primary","Production","tonnes",5382902,"Cropland","1000 ha",4134
"Bulgaria 1986","Bulgaria",1986,"Total Population - Both sexes","1000 persons",8892.1,"Cereals, primary","Production","tonnes",8492188,"Cropland","1000 ha",4133
"Bulgaria 1987","Bulgaria",1987,"Total Population - Both sexes","1000 persons",8865.755,"Cereals, primary","Production","tonnes",7275590,"Cropland","1000 ha",4131
"Bulgaria 1988","Bulgaria",1988,"Total Population - Both sexes","1000 persons",8835.815,"Cereals, primary","Production","tonnes",7816939,"Cropland","1000 ha",4140
"Bulgaria 1989","Bulgaria",1989,"Total Population - Both sexes","1000 persons",8804.43,"Cereals, primary","Production","tonnes",9527371,"Cropland","1000 ha",4146
"Bulgaria 1990","Bulgaria",1990,"Total Population - Both sexes","1000 persons",8767.778,"Cereals, primary","Production","tonnes",8125944,"Cropland","1000 ha",4156
"Bulgaria 1991","Bulgaria",1991,"Total Population - Both sexes","1000 persons",8721.66,"Cereals, primary","Production","tonnes",8983805.61,"Cropland","1000 ha",4162
"Bulgaria 1992","Bulgaria",1992,"Total Population - Both sexes","1000 persons",8668.54,"Cereals, primary","Production","tonnes",6593632.81,"Cropland","1000 ha",4330
"Bulgaria 1993","Bulgaria",1993,"Total Population - Both sexes","1000 persons",8611.535,"Cereals, primary","Production","tonnes",5697849.17,"Cropland","1000 ha",4310
"Bulgaria 1994","Bulgaria",1994,"Total Population - Both sexes","1000 persons",8548.466,"Cereals, primary","Production","tonnes",6441668.21,"Cropland","1000 ha",4217
"Bulgaria 1995","Bulgaria",1995,"Total Population - Both sexes","1000 persons",8477.579,"Cereals, primary","Production","tonnes",6543382,"Cropland","1000 ha",4202
"Bulgaria 1996","Bulgaria",1996,"Total Population - Both sexes","1000 persons",8401.376,"Cereals, primary","Production","tonnes",3403520,"Cropland","1000 ha",4402
"Bulgaria 1997","Bulgaria",1997,"Total Population - Both sexes","1000 persons",8318.966,"Cereals, primary","Production","tonnes",6187844,"Cropland","1000 ha",4497
"Bulgaria 1998","Bulgaria",1998,"Total Population - Both sexes","1000 persons",8234.927,"Cereals, primary","Production","tonnes",5378183,"Cropland","1000 ha",3816
"Bulgaria 1999","Bulgaria",1999,"Total Population - Both sexes","1000 persons",8162.301,"Cereals, primary","Production","tonnes",5221441,"Cropland","1000 ha",3859
"Bulgaria 2000","Bulgaria",2000,"Total Population - Both sexes","1000 persons",8097.691,"Cereals, primary","Production","tonnes",4388340.55,"Cropland","1000 ha",3778
"Bulgaria 2001","Bulgaria",2001,"Total Population - Both sexes","1000 persons",8034.86,"Cereals, primary","Production","tonnes",6076855.95,"Cropland","1000 ha",3712
"Bulgaria 2002","Bulgaria",2002,"Total Population - Both sexes","1000 persons",7974.81,"Cereals, primary","Production","tonnes",6770394,"Cropland","1000 ha",3583
"Bulgaria 2003","Bulgaria",2003,"Total Population - Both sexes","1000 persons",7917.739,"Cereals, primary","Production","tonnes",3814085,"Cropland","1000 ha",3537
"Bulgaria 2004","Bulgaria",2004,"Total Population - Both sexes","1000 persons",7865.316,"Cereals, primary","Production","tonnes",7462821,"Cropland","1000 ha",3524
"Bulgaria 2005","Bulgaria",2005,"Total Population - Both sexes","1000 persons",7815.221,"Cereals, primary","Production","tonnes",5839080,"Cropland","1000 ha",3361
"Bulgaria 2006","Bulgaria",2006,"Total Population - Both sexes","1000 persons",7766.036,"Cereals, primary","Production","tonnes",5531830,"Cropland","1000 ha",3314
"Bulgaria 2007","Bulgaria",2007,"Total Population - Both sexes","1000 persons",7719.035,"Cereals, primary","Production","tonnes",3870212.73,"Cropland","1000 ha",3274
"Bulgaria 2008","Bulgaria",2008,"Total Population - Both sexes","1000 persons",7674.913,"Cereals, primary","Production","tonnes",7015582,"Cropland","1000 ha",3272
"Bulgaria 2009","Bulgaria",2009,"Total Population - Both sexes","1000 persons",7634.735,"Cereals, primary","Production","tonnes",6243088,"Cropland","1000 ha",3311
"Bulgaria 2010","Bulgaria",2010,"Total Population - Both sexes","1000 persons",7592.273,"Cereals, primary","Production","tonnes",7136449,"Cropland","1000 ha",3350
"Bulgaria 2011","Bulgaria",2011,"Total Population - Both sexes","1000 persons",7543.13,"Cereals, primary","Production","tonnes",7521107.72,"Cropland","1000 ha",3410
"Bulgaria 2012","Bulgaria",2012,"Total Population - Both sexes","1000 persons",7488.344,"Cereals, primary","Production","tonnes",6988023,"Cropland","1000 ha",3476
"Bulgaria 2013","Bulgaria",2013,"Total Population - Both sexes","1000 persons",7431.167,"Cereals, primary","Production","tonnes",9153930,"Cropland","1000 ha",3614
"Bulgaria 2014","Bulgaria",2014,"Total Population - Both sexes","1000 persons",7372.141,"Cereals, primary","Production","tonnes",9530421,"Cropland","1000 ha",3613
"Bulgaria 2015","Bulgaria",2015,"Total Population - Both sexes","1000 persons",7309.253,"Cereals, primary","Production","tonnes",8570299,"Cropland","1000 ha",3643.2
"Bulgaria 2016","Bulgaria",2016,"Total Population - Both sexes","1000 persons",7245.975,"Cereals, primary","Production","tonnes",8752219,"Cropland","1000 ha",3637
"Bulgaria 2017","Bulgaria",2017,"Total Population - Both sexes","1000 persons",7182.428,"Cereals, primary","Production","tonnes",9475846,"Cropland","1000 ha",3637.17
"Bulgaria 2018","Bulgaria",2018,"Total Population - Both sexes","1000 persons",7117.431,"Cereals, primary","Production","tonnes",10109850,"Cropland","1000 ha",3631
"Bulgaria 2019","Bulgaria",2019,"Total Population - Both sexes","1000 persons",7052.532,"Cereals, primary","Production","tonnes",11130990,"Cropland","1000 ha",3629
"Bulgaria 2020","Bulgaria",2020,"Total Population - Both sexes","1000 persons",6979.175,"Cereals, primary","Production","tonnes",8598290,"Cropland","1000 ha",3644
"Ecuador 1961","Ecuador",1961,"Total Population - Both sexes","1000 persons",4751.507,"Cereals, primary","Production","tonnes",509910,"Cropland","1000 ha",2510
"Ecuador 1962","Ecuador",1962,"Total Population - Both sexes","1000 persons",4890.425,"Cereals, primary","Production","tonnes",525400,"Cropland","1000 ha",2510
"Ecuador 1963","Ecuador",1963,"Total Population - Both sexes","1000 persons",5034.334,"Cereals, primary","Production","tonnes",589936,"Cropland","1000 ha",2520
"Ecuador 1964","Ecuador",1964,"Total Population - Both sexes","1000 persons",5183.283,"Cereals, primary","Production","tonnes",500193,"Cropland","1000 ha",2520
"Ecuador 1965","Ecuador",1965,"Total Population - Both sexes","1000 persons",5337.351,"Cereals, primary","Production","tonnes",614488,"Cropland","1000 ha",2530
"Ecuador 1966","Ecuador",1966,"Total Population - Both sexes","1000 persons",5495.761,"Cereals, primary","Production","tonnes",595943,"Cropland","1000 ha",2530
"Ecuador 1967","Ecuador",1967,"Total Population - Both sexes","1000 persons",5658.446,"Cereals, primary","Production","tonnes",631063,"Cropland","1000 ha",2540
"Ecuador 1968","Ecuador",1968,"Total Population - Both sexes","1000 persons",5825.663,"Cereals, primary","Production","tonnes",483296,"Cropland","1000 ha",2535
"Ecuador 1969","Ecuador",1969,"Total Population - Both sexes","1000 persons",5997.037,"Cereals, primary","Production","tonnes",660427,"Cropland","1000 ha",2545
"Ecuador 1970","Ecuador",1970,"Total Population - Both sexes","1000 persons",6172.215,"Cereals, primary","Production","tonnes",650784,"Cropland","1000 ha",2555
"Ecuador 1971","Ecuador",1971,"Total Population - Both sexes","1000 persons",6350.944,"Cereals, primary","Production","tonnes",588772,"Cropland","1000 ha",2565
"Ecuador 1972","Ecuador",1972,"Total Population - Both sexes","1000 persons",6533.63,"Cereals, primary","Production","tonnes",577431,"Cropland","1000 ha",2575
"Ecuador 1973","Ecuador",1973,"Total Population - Both sexes","1000 persons",6720.443,"Cereals, primary","Production","tonnes",608163,"Cropland","1000 ha",2585
"Ecuador 1974","Ecuador",1974,"Total Population - Both sexes","1000 persons",6911.123,"Cereals, primary","Production","tonnes",635847,"Cropland","1000 ha",2609
"Ecuador 1975","Ecuador",1975,"Total Population - Both sexes","1000 persons",7105.786,"Cereals, primary","Production","tonnes",766950,"Cropland","1000 ha",2585
"Ecuador 1976","Ecuador",1976,"Total Population - Both sexes","1000 persons",7304.349,"Cereals, primary","Production","tonnes",764023,"Cropland","1000 ha",2555
"Ecuador 1977","Ecuador",1977,"Total Population - Both sexes","1000 persons",7506.665,"Cereals, primary","Production","tonnes",630948,"Cropland","1000 ha",2535
"Ecuador 1978","Ecuador",1978,"Total Population - Both sexes","1000 persons",7712.718,"Cereals, primary","Production","tonnes",454830,"Cropland","1000 ha",2505
"Ecuador 1979","Ecuador",1979,"Total Population - Both sexes","1000 persons",7922.49,"Cereals, primary","Production","tonnes",591087,"Cropland","1000 ha",2490
"Ecuador 1980","Ecuador",1980,"Total Population - Both sexes","1000 persons",8135.845,"Cereals, primary","Production","tonnes",680006,"Cropland","1000 ha",2462
"Ecuador 1981","Ecuador",1981,"Total Population - Both sexes","1000 persons",8352.602,"Cereals, primary","Production","tonnes",786405,"Cropland","1000 ha",2542
"Ecuador 1982","Ecuador",1982,"Total Population - Both sexes","1000 persons",8572.607,"Cereals, primary","Production","tonnes",786325,"Cropland","1000 ha",2540
"Ecuador 1983","Ecuador",1983,"Total Population - Both sexes","1000 persons",8795.873,"Cereals, primary","Production","tonnes",561093,"Cropland","1000 ha",2595
"Ecuador 1984","Ecuador",1984,"Total Population - Both sexes","1000 persons",9022.979,"Cereals, primary","Production","tonnes",818752,"Cropland","1000 ha",2655
"Ecuador 1985","Ecuador",1985,"Total Population - Both sexes","1000 persons",9254.311,"Cereals, primary","Production","tonnes",832235,"Cropland","1000 ha",2720
"Ecuador 1986","Ecuador",1986,"Total Population - Both sexes","1000 persons",9490.096,"Cereals, primary","Production","tonnes",1127492,"Cropland","1000 ha",2780
"Ecuador 1987","Ecuador",1987,"Total Population - Both sexes","1000 persons",9729.376,"Cereals, primary","Production","tonnes",1296961,"Cropland","1000 ha",2836
"Ecuador 1988","Ecuador",1988,"Total Population - Both sexes","1000 persons",9969.788,"Cereals, primary","Production","tonnes",1443901,"Cropland","1000 ha",2852
"Ecuador 1989","Ecuador",1989,"Total Population - Both sexes","1000 persons",10210.185,"Cereals, primary","Production","tonnes",1439532,"Cropland","1000 ha",2853
"Ecuador 1990","Ecuador",1990,"Total Population - Both sexes","1000 persons",10449.837,"Cereals, primary","Production","tonnes",1382675,"Cropland","1000 ha",2925
"Ecuador 1991","Ecuador",1991,"Total Population - Both sexes","1000 persons",10686.279,"Cereals, primary","Production","tonnes",1131385,"Cropland","1000 ha",2995
